ImmGenName	SampleID	Study	MajorCellType	Major Lineage	Cell Family	GEOName	Organism	GeneticBackground	Sex	AGE	Tissue Source	Exclusion Marker	Treatment	CellType	Phenotype_Marker	Separation Method
T.4Mem49d+11a+.Sp.d30.LCMV#1	GSM2112463	GSE37448	CD4 T cells	T lineage		T.4Mem49d+11a+.Sp.d30.LCMV#1	Mouse	C57BL/6J	Male	6 WEEKS	Spleen	B220- GR-1- MHCII- NK1.1-	NA		CD4+ CD44+ CD11a+ CD49d+	FACSAria
T.4Mem49d+11a+.Sp.d30.LCMV#2	GSM2112464	GSE37448	CD4 T cells	T lineage		T.4Mem49d+11a+.Sp.d30.LCMV#2	Mouse	C57BL/6J	Male	6 WEEKS	Spleen	B220- GR-1- MHCII- NK1.1-	NA		CD4+ CD44+ CD11a+ CD49d+	FACSAria
T.4Nve44-49d-11a-.Sp#1	GSM2112465	GSE37448	CD4 T cells	T lineage		T.4Nve44-49d-11a-.Sp#1	Mouse	C57BL/6J	Male	6 WEEKS	Spleen	B220- GR-1- MHCII- NK1.1-	NA		CD4+ CD44-	FACSAria
T.4Nve44-49d-11a-.Sp#3	GSM2112466	GSE37448	CD4 T cells	T lineage		T.4Nve44-49d-11a-.Sp#3	Mouse	C57BL/6	Male	6 WEEKS	Spleen	B220- LY-6G- NK1.1- MHCII-	NA		CD4+ CD44-	FACSAria
T.8Eff.Tbet-.Sp.OT1.d6LisOVA#1	GSM2112470	GSE37448	CD8 T cells	T lineage		T.8Eff.Tbet-.Sp.OT1.d6LisOVA#1	Mouse	B6	Male	45 DAYS	Spleen	B220- Gr-1- CD4- MHCII- NK1.1-	NA		CD45.1+ CD45.2- CD8+	FACSAria
T.8Eff.Tbet-.Sp.OT1.d6LisOVA#2	GSM2112471	GSE37448	CD8 T cells	T lineage		T.8Eff.Tbet-.Sp.OT1.d6LisOVA#2	Mouse	B6	Male	45 DAYS	Spleen	B220- Gr-1- CD4- MHCII- NK1.1-	NA		CD45.1+ CD45.2- CD8+	FACSAria
T.8Eff.Tbet-.Sp.OT1.d6LisOVA#3	GSM2112472	GSE37448	CD8 T cells	T lineage		T.8Eff.Tbet-.Sp.OT1.d6LisOVA#3	Mouse	B6	Male	45 DAYS	Spleen	B220- Gr-1- CD4- MHCII- NK1.1-	NA		CD45.1+ CD45.2- CD8+	FACSAria
T.8Eff.Tbet+.Sp.OT1.d6LisOVA#1	GSM2112467	GSE37448	CD8 T cells	T lineage		T.8Eff.Tbet+.Sp.OT1.d6LisOVA#1	Mouse	B6	Male	45 DAYS	Spleen	B220- Gr-1- CD4- MHCII- NK1.1-	NA		CD45.2+ CD45.1- CD8+	FACSAria
T.8Eff.Tbet+.Sp.OT1.d6LisOVA#2	GSM2112468	GSE37448	CD8 T cells	T lineage		T.8Eff.Tbet+.Sp.OT1.d6LisOVA#2	Mouse	B6	Male	45 DAYS	Spleen	B220- Gr-1- CD4- MHCII- NK1.1-	NA		CD45.2+ CD45.1- CD8+	FACSAria
T.8Eff.Tbet+.Sp.OT1.d6LisOVA#3	GSM2112469	GSE37448	CD8 T cells	T lineage		T.8Eff.Tbet+.Sp.OT1.d6LisOVA#3	Mouse	B6	Male	45 DAYS	Spleen	B220- Gr-1- CD4- MHCII- NK1.1-	NA		CD45.2+ CD45.1- CD8+	FACSAria
T.8EffKLRG1+CD127-.Sp.d8.LisOVA#2	GSM2112473	GSE37448	CD8 T cells	T lineage		T.8EffKLRG1+CD127-.Sp.d8.LisOVA#2	Mouse	B6	Male	45 DAYS	Spleen	B220-Gr-1- MHCII- NK1.1- CD4-	NA		CD8+ CD45.1+ KLRG1+ CD127-	FACSAria
T.8EffKLRG1+CD127-.Sp.d8.LisOVA#3	GSM2112474	GSE37448	CD8 T cells	T lineage		T.8EffKLRG1+CD127-.Sp.d8.LisOVA#3	Mouse	B6	Male	45 DAYS	Spleen	B220-Gr-1- MHCII- NK1.1- CD4-	NA		CD8+ CD45.1+ KLRG1+ CD127-	FACSAria
T.8MemKLRG1-CD127+.Sp.d8.LisOVA#1	GSM2112475	GSE37448	CD8 T cells	T lineage		T.8MemKLRG1-CD127+.Sp.d8.LisOVA#1	Mouse	B6	Male	45 DAYS	Spleen	B220-Gr-1- MHCII- NK1.1- CD4-	NA		CD8+ CD45.1+ KLRG1- CD127+	FACSAria
T.8MemKLRG1-CD127+.Sp.d8.LisOVA#2	GSM2112476	GSE37448	CD8 T cells	T lineage		T.8MemKLRG1-CD127+.Sp.d8.LisOVA#2	Mouse	B6	Male	45 DAYS	Spleen	B220-Gr-1- MHCII- NK1.1- CD4-	NA		CD8+ CD45.1+ KLRG1- CD127+	FACSAria
T.8MemKLRG1-CD127+.Sp.d8.LisOVA#3	GSM2112477	GSE37448	CD8 T cells	T lineage		T.8MemKLRG1-CD127+.Sp.d8.LisOVA#3	Mouse	B6	Male	45 DAYS	Spleen	B220-Gr-1- MHCII- NK1.1- CD4-	NA		CD8+ CD45.1+ KLRG1- CD127+	FACSAria
T.DP.69-.e17.Th.v2#1	GSM1282112	GSE37448	DP T cells	Pre/Prog/Stem Lineages		T.DP.69-.e17.Th.v2#1	Mouse	C57BL/6J	Mixed	5 WEEKS	Thymus	NULL	NA		CD4+ CD8+ CD69-	Dissection / Trimming
T.DP.69-.e17.Th.v2#2	GSM1282113	GSE37448	DP T cells	Pre/Prog/Stem Lineages		T.DP.69-.e17.Th.v2#2	Mouse	C57BL/6J	Mixed	5 WEEKS	Thymus	NULL	NA		CD4+ CD8+ CD69-	Dissection / Trimming
T.DP.69-.e17.Th.v2#3	GSM1282114	GSE37448	DP T cells	Pre/Prog/Stem Lineages		T.DP.69-.e17.Th.v2#3	Mouse	C57BL/6J	Mixed	5 WEEKS	Thymus	NULL	NA		CD4+ CD8+ CD69-	Dissection / Trimming
T.DP.Th.v2#1	GSM1282115	GSE37448	DP T cells	Pre/Prog/Stem Lineages		T.DP.Th.v2#1	Mouse	NA	Male	6 WEEKS	Thymus	NULL	NA		CD4+ CD8+ CD69-	FACSAria
T.DP.Th.v2#2	GSM1282116	GSE37448	DP T cells	Pre/Prog/Stem Lineages		T.DP.Th.v2#2	Mouse	NA	Male	6 WEEKS	Thymus		NA		CD4+ CD8+ CD69-	FACSAria
T.DP.Th.v2#3	GSM1282117	GSE37448	DP T cells	Pre/Prog/Stem Lineages		T.DP.Th.v2#3	Mouse	NA	Male	6 WEEKS	Thymus	NULL	NA		CD4+ CD8+ CD69-	FACSAria
T.DP69+.Th.v2#1	GSM1282118	GSE37448	DP T cells	Pre/Prog/Stem Lineages		T.DP69+.Th.v2#1	Mouse	NA	Male	6 WEEKS	Thymus	NULL	NA		CD4+ CD8+ CD69+	FACSAria
T.DP69+.Th.v2#2	GSM1282119	GSE37448	DP T cells	Pre/Prog/Stem Lineages		T.DP69+.Th.v2#2	Mouse	NA	Male	6 WEEKS	Thymus	NULL	NA		CD4+ CD8+ CD69+	FACSAria
T.DP69+.Th.v2#3	GSM1282120	GSE37448	DP T cells	Pre/Prog/Stem Lineages		T.DP69+.Th.v2#3	Mouse	NA	Male	6 WEEKS	Thymus	NULL	NA		CD4+ CD8+ CD69+	FACSAria
Tgd.vg2+24ahi.e17.Th.v2#1	GSM920648	GSE37448	gd T cells	T lineage		Tgd.vg2+24ahi.e17.Th.v2#1	Mouse	C57BL/6J	NA	5 WEEKS	thymus	CD4- CD8- NK1.1-	NA		TCRd+ Vg2+ CD24hi	Dissection/trimming
Tgd.vg2+24ahi.e17.Th.v2#2	GSM920649	GSE37448	gd T cells	T lineage		Tgd.vg2+24ahi.e17.Th.v2#2	Mouse	C57BL/6J	NA	5 WEEKS	thymus	CD4- CD8- NK1.1-	NA		TCRd+ Vg2+ CD24hi	Dissection/trimming
Tgd.vg2+24ahi.e17.Th.v2#3	GSM920650	GSE37448	gd T cells	T lineage		Tgd.vg2+24ahi.e17.Th.v2#3	Mouse	C57BL/6J	NA	5 WEEKS	thymus	CD4- CD8- NK1.1-	NA		TCRd+ Vg2+ CD24hi	Dissection/trimming
Tgd.vg4+24ahi.e17.Th#1	GSM920651	GSE37448	gd T cells	T lineage		Tgd.vg4+24ahi.e17.Th#1	Mouse	C57BL/6J	NA	5 WEEKS	thymus	CD4- CD8- NK1.1- Vg3- Vg2- Vg1.1- Vg5-	NA		TCRd+ CD24hi	Dissection/trimming
Tgd.vg4+24ahi.e17.Th#2	GSM920652	GSE37448	gd T cells	T lineage		Tgd.vg4+24ahi.e17.Th#2	Mouse	C57BL/6J	NA	5 WEEKS	thymus	CD4- CD8- NK1.1- Vg3- Vg2- Vg1.1- Vg5-	NA		TCRd+ CD24hi	Dissection/trimming
Tgd.vg4+24ahi.e17.Th#3	GSM920653	GSE37448	gd T cells	T lineage		Tgd.vg4+24ahi.e17.Th#3	Mouse	C57BL/6J	NA	5 WEEKS	thymus	CD4- CD8- NK1.1- Vg3- Vg2- Vg1.1- Vg5-	NA		TCRd+ CD24hi	Dissection/trimming
Tgd.vg4+24alo.e17.Th#1	GSM920654	GSE37448	gd T cells	T lineage		Tgd.vg4+24alo.e17.Th#1	Mouse	C57BL/6J	NA	5 WEEKS	thymus	CD4- CD8- NK1.1- Vg2- Vg3- Vg1.1- Vg5-	NA		TCRd+ CD24lo	Dissection/trimming
Tgd.vg4+24alo.e17.Th#2	GSM920655	GSE37448	gd T cells	T lineage		Tgd.vg4+24alo.e17.Th#2	Mouse	C57BL/6J	NA	5 WEEKS	thymus	CD4- CD8- NK1.1- Vg3- Vg2- Vg1.1- Vg5-	NA		TCRd+ CD24lo	Dissection/trimming
GN.129#1	GSM1471919	GSE60336	Granulocytes	Myeloid		GN.129#1	Mouse	129S1/SvImJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.129#2	GSM1471920	GSE60336	Granulocytes	Myeloid		GN.129#2	Mouse	129S1/SvImJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.AJ#1	GSM1471921	GSE60336	Granulocytes	Myeloid		GN.AJ#1	Mouse	A/J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.AJ#2	GSM1471922	GSE60336	Granulocytes	Myeloid		GN.AJ#2	Mouse	A/J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.AKR#1	GSM1471923	GSE60336	Granulocytes	Myeloid		GN.AKR#1	Mouse	AKR/J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.AKR#2	GSM1471924	GSE60336	Granulocytes	Myeloid		GN.AKR#2	Mouse	AKR/J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.B10#1	GSM1471925	GSE60336	Granulocytes	Myeloid		GN.B10#1	Mouse	C57BL/10J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.B10#3	GSM1471926	GSE60336	Granulocytes	Myeloid		GN.B10#3	Mouse	C57BL/10J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.B6#1	GSM1471927	GSE60336	Granulocytes	Myeloid		GN.B6#1	Mouse	C57BL/6J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.B6#2	GSM1471928	GSE60336	Granulocytes	Myeloid		GN.B6#2	Mouse	C57BL/6J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.B6#3	GSM1471929	GSE60336	Granulocytes	Myeloid		GN.B6#3	Mouse	C57BL/6J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.B6#4	GSM1471930	GSE60336	Granulocytes	Myeloid		GN.B6#4	Mouse	C57BL/6J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.B6#5	GSM1471931	GSE60336	Granulocytes	Myeloid		GN.B6#5	Mouse	C57BL/6J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.Balb#1	GSM1471932	GSE60336	Granulocytes	Myeloid		GN.Balb#1	Mouse	BTBR T+ tf/J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.Balb#2	GSM1471933	GSE60336	Granulocytes	Myeloid		GN.Balb#2	Mouse	BTBR T+ tf/J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.BPL#1	GSM1471934	GSE60336	Granulocytes	Myeloid		GN.BPL#1	Mouse	BALB/cByJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.BPL#2	GSM1471935	GSE60336	Granulocytes	Myeloid		GN.BPL#2	Mouse	BALB/cByJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.BTBR#1	GSM1471936	GSE60336	Granulocytes	Myeloid		GN.BTBR#1	Mouse	BPL/1J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.BTBR#2	GSM1471937	GSE60336	Granulocytes	Myeloid		GN.BTBR#2	Mouse	BPL/1J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.C3H#1	GSM1471938	GSE60336	Granulocytes	Myeloid		GN.C3H#1	Mouse	C3H/HeJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.C3H#2	GSM1471939	GSE60336	Granulocytes	Myeloid		GN.C3H#2	Mouse	C3H/HeJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.C57BR#1	GSM1471940	GSE60336	Granulocytes	Myeloid		GN.C57BR#1	Mouse	CBA/CaJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.C57BR#2	GSM1471941	GSE60336	Granulocytes	Myeloid		GN.C57BR#2	Mouse	CBA/CaJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.C57KS#1	GSM1471942	GSE60336	Granulocytes	Myeloid		GN.C57KS#1	Mouse	C57BLKS/J(662)	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.C57KS#2	GSM1471943	GSE60336	Granulocytes	Myeloid		GN.C57KS#2	Mouse	C57BLKS/J(662)	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.C57L#1	GSM1471944	GSE60336	Granulocytes	Myeloid		GN.C57L#1	Mouse	C57L/J (668)	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.C57L#2	GSM1471945	GSE60336	Granulocytes	Myeloid		GN.C57L#2	Mouse	C57L/J (668)	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.CAS#2	GSM1471946	GSE60336	Granulocytes	Myeloid		GN.CAS#2	Mouse	CAST/EiJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.CAS#3	GSM1471947	GSE60336	Granulocytes	Myeloid		GN.CAS#3	Mouse	CAST/EiJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.CBACA#1	GSM1471948	GSE60336	Granulocytes	Myeloid		GN.CBACA#1	Mouse	CBA/CaJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.CBACA#2	GSM1471949	GSE60336	Granulocytes	Myeloid		GN.CBACA#2	Mouse	CBA/CaJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.CBAJ#1	GSM1471950	GSE60336	Granulocytes	Myeloid		GN.CBAJ#1	Mouse	CBA/J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.CBAJ#2	GSM1471951	GSE60336	Granulocytes	Myeloid		GN.CBAJ#2	Mouse	CBA/J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.CE#1	GSM1471952	GSE60336	Granulocytes	Myeloid		GN.CE#1	Mouse	CE/J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.CE#2	GSM1471953	GSE60336	Granulocytes	Myeloid		GN.CE#2	Mouse	CE/J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.DBA2#1	GSM1471954	GSE60336	Granulocytes	Myeloid		GN.DBA2#1	Mouse	DBA/1LacJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.DBA2#2	GSM1471955	GSE60336	Granulocytes	Myeloid		GN.DBA2#2	Mouse	DBA/1LacJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.DDY#1	GSM1471956	GSE60336	Granulocytes	Myeloid		GN.DDY#1	Mouse	DDY/JclSidSeyFrkJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.DDY#2	GSM1471957	GSE60336	Granulocytes	Myeloid		GN.DDY#2	Mouse	DDY/JclSidSeyFrkJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.FVB#2	GSM1471958	GSE60336	Granulocytes	Myeloid		GN.FVB#2	Mouse	FVB/NJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.JF1Ms#1	GSM1471959	GSE60336	Granulocytes	Myeloid		GN.JF1Ms#1	Mouse	JF1/Ms	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.JF1Ms#2	GSM1471960	GSE60336	Granulocytes	Myeloid		GN.JF1Ms#2	Mouse	JF1/Ms	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.KK#1	GSM1471961	GSE60336	Granulocytes	Myeloid		GN.KK#1	Mouse	KK.Cg-Ay/J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.KK#2	GSM1471962	GSE60336	Granulocytes	Myeloid		GN.KK#2	Mouse	KK.Cg-Ay/J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.LG#1	GSM1471963	GSE60336	Granulocytes	Myeloid		GN.LG#1	Mouse	LGJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.LG#2	GSM1471964	GSE60336	Granulocytes	Myeloid		GN.LG#2	Mouse	LGJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.LP#1	GSM1471965	GSE60336	Granulocytes	Myeloid		GN.LP#1	Mouse	LP/J(676)	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.LP#2	GSM1471966	GSE60336	Granulocytes	Myeloid		GN.LP#2	Mouse	LP/J(676)	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.MA#1	GSM1471967	GSE60336	Granulocytes	Myeloid		GN.MA#1	Mouse	MA/MyJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.MA#2	GSM1471968	GSE60336	Granulocytes	Myeloid		GN.MA#2	Mouse	MA/MyJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.MRL#1	GSM1471969	GSE60336	Granulocytes	Myeloid		GN.MRL#1	Mouse	MRL/MpJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.MRL#2	GSM1471970	GSE60336	Granulocytes	Myeloid		GN.MRL#2	Mouse	MRL/MpJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.MSM#1	GSM1471971	GSE60336	Granulocytes	Myeloid		GN.MSM#1	Mouse	MSM/Ms	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.MSM#2	GSM1471972	GSE60336	Granulocytes	Myeloid		GN.MSM#2	Mouse	MSM/Ms	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.NOD#1	GSM1471973	GSE60336	Granulocytes	Myeloid		GN.NOD#1	Mouse	NOD/ShiLtJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.NOD#2	GSM1471974	GSE60336	Granulocytes	Myeloid		GN.NOD#2	Mouse	NOD/ShiLtJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.NON#1	GSM1471975	GSE60336	Granulocytes	Myeloid		GN.NON#1	Mouse	NON/ShiLtJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.NON#2	GSM1471976	GSE60336	Granulocytes	Myeloid		GN.NON#2	Mouse	NON/ShiLtJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.NOR#1	GSM1471977	GSE60336	Granulocytes	Myeloid		GN.NOR#1	Mouse	NOR/LtJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.NOR#2	GSM1471978	GSE60336	Granulocytes	Myeloid		GN.NOR#2	Mouse	NOR/LtJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.NZB#1	GSM1471979	GSE60336	Granulocytes	Myeloid		GN.NZB#1	Mouse	NZB/BINJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.NZB#2	GSM1471980	GSE60336	Granulocytes	Myeloid		GN.NZB#2	Mouse	NZB/BINJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.NZW#1	GSM1471981	GSE60336	Granulocytes	Myeloid		GN.NZW#1	Mouse	NZW/LacJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.NZW#2	GSM1471982	GSE60336	Granulocytes	Myeloid		GN.NZW#2	Mouse	NZW/LacJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.P#1	GSM1471983	GSE60336	Granulocytes	Myeloid		GN.P#1	Mouse	P/J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.P#2	GSM1471984	GSE60336	Granulocytes	Myeloid		GN.P#2	Mouse	P/J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.PL#1	GSM1471985	GSE60336	Granulocytes	Myeloid		GN.PL#1	Mouse	PL/J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.PL#2	GSM1471986	GSE60336	Granulocytes	Myeloid		GN.PL#2	Mouse	PL/J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.PWD#1	GSM1471987	GSE60336	Granulocytes	Myeloid		GN.PWD#1	Mouse	PWD/PHJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.PWD#2	GSM1471988	GSE60336	Granulocytes	Myeloid		GN.PWD#2	Mouse	PWD/PHJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.RIII#1	GSM1471989	GSE60336	Granulocytes	Myeloid		GN.RIII#1	Mouse	RIIIS/J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.RIII#2	GSM1471990	GSE60336	Granulocytes	Myeloid		GN.RIII#2	Mouse	RIIIS/J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.SEA#1	GSM1471991	GSE60336	Granulocytes	Myeloid		GN.SEA#1	Mouse	SEA/GnJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.SEA#2	GSM1471992	GSE60336	Granulocytes	Myeloid		GN.SEA#2	Mouse	SEA/GnJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.SJL#1	GSM1471993	GSE60336	Granulocytes	Myeloid		GN.SJL#1	Mouse	SJL/J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.SJL#2	GSM1471994	GSE60336	Granulocytes	Myeloid		GN.SJL#2	Mouse	SJL/J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.SM#1	GSM1471995	GSE60336	Granulocytes	Myeloid		GN.SM#1	Mouse	SM/J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.SM#2	GSM1471996	GSE60336	Granulocytes	Myeloid		GN.SM#2	Mouse	SM/J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.SWR#1	GSM1471997	GSE60336	Granulocytes	Myeloid		GN.SWR#1	Mouse	SWR/J	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.WSB#1	GSM1471998	GSE60336	Granulocytes	Myeloid		GN.WSB#1	Mouse	WSB/EiJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
GN.WSB#2	GSM1471999	GSE60336	Granulocytes	Myeloid		GN.WSB#2	Mouse	WSB/EiJ	Male	6 WEEKS	Bone Marrow				CD11b+ Ly6G+	Bone Marrow Extract
T4.129#1	GSM1472000	GSE60337	CD4 T cells	T lineage		T4.129#1	Mouse	129S1/SvImJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.129#2	GSM1472001	GSE60337	CD4 T cells	T lineage		T4.129#2	Mouse	129S1/SvImJ	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.AJ#1	GSM1472002	GSE60337	CD4 T cells	T lineage		T4.AJ#1	Mouse	A/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.AJ#2	GSM1472003	GSE60337	CD4 T cells	T lineage		T4.AJ#2	Mouse	A/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.AKR#1	GSM1472004	GSE60337	CD4 T cells	T lineage		T4.AKR#1	Mouse	AKR/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.AKR#2	GSM1472005	GSE60337	CD4 T cells	T lineage		T4.AKR#2	Mouse	AKR/J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.B10#1	GSM1472006	GSE60337	CD4 T cells	T lineage		T4.B10#1	Mouse	C57BL/10J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.B10#3	GSM1472007	GSE60337	CD4 T cells	T lineage		T4.B10#3	Mouse	C57BL/10J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
T4.B6#1	GSM1472008	GSE60337	CD4 T cells	T lineage		T4.B6#1	Mouse	C57BL/6J	Male	6 WEEKS	Spleen	CD8/11c/19/25/49b/Gr1/Ter119-			CD3+CD4+CD62L+	FACs Aria
