GeneSymbol	VPK1	VPK2	VPK3	VPK4	WT1	WT2	WT3	WT4
Zfp366	6.290865735	6.545363836	6.323516829	6.695177876	5.937334806	5.716292434	5.849799512	5.719279814
Ccrl2	8.526932838	8.430715949	8.402340315	8.448740498	8.972776133	8.817894007	9.228105389	8.930156566
Hk3	13.04017141	13.28201347	13.22104745	13.25602548	12.69005255	12.6767727	12.89449825	12.74213366
Plekha1	9.71195126	9.559087053	9.505660285	9.722221636	10.24192811	10.15132534	9.959305633	10.09211361
St3gal5	10.02324007	10.06960267	10.93318937	11.15606812	9.25520311	9.499269164	9.526791543	9.682671083
Stc2	7.127838696	6.918940848	6.661143337	6.531018986	7.483571316	7.37933989	7.851137845	7.688009619
Tlr5	7.32045297	7.151795702	7.570780674	8.266398627	6.686499623	6.443783123	6.904981753	6.390687826
Arid5a	9.793484644	9.866874316	9.973723503	9.997033812	9.377954137	9.514680464	9.559167598	9.370286289
Arhgap45	13.97317772	13.87213935	14.04759681	14.22734535	13.48302926	13.42403052	13.68936591	13.44357572
Zfp831	8.561791811	8.140990628	8.799678033	9.297832584	7.73923402	7.785627469	7.918590002	7.809454964
NA	9.115742973	9.225114233	9.551041686	9.040274122	9.76498719	9.808273763	9.880180453	9.976123928
Sh3bgrl2	7.709744154	7.141121558	7.167798441	7.397776106	8.326458477	7.996245042	8.055261699	8.007587121
NA	7.170851057	7.193623354	7.511562856	7.945362122	6.641267271	6.553017865	6.66179317	6.862993176
Igkv6-15	5.995311126	6.022700756	6.052627835	5.996441412	5.1329314	5.1329314	5.1329314	5.373678634
Pira2	13.36487482	13.21297788	13.65716455	13.63937135	12.89016641	12.91140745	12.77378428	13.00378152
Csf3r	12.97365943	12.68940669	13.14774509	13.71217658	11.84838342	11.85323375	12.57879603	12.00347117
Vwf	8.557960653	8.379932505	8.202655538	8.762437022	9.515191727	8.845679042	9.49760545	9.284260043
Itgb2l	12.75968585	12.98894093	13.26556036	13.36761899	12.03441789	12.45761521	12.32867878	12.5469898
Nat8l	9.323068751	9.35038432	9.666110192	9.797754276	8.667831288	8.673660367	9.124851451	8.454028083
Gm4609	6.533793626	6.678563557	6.626476949	6.383518088	7.01920829	7.11741223	7.161180788	7.239881727
Car2	7.894022171	8.340608471	8.218268031	7.795701141	8.732992579	8.848733109	8.622987507	8.747116289
Ceacam10	12.16437154	12.34051941	12.99265605	12.73722242	11.33678392	11.68036071	11.73456641	11.94625468
Hmgn1	8.787699109	8.870390493	8.747245057	8.301809259	9.421898179	9.328779983	9.18231507	9.420770502
Prkd2	10.91167217	11.02152264	11.08927037	11.16287641	10.36243255	10.71790777	10.54885648	10.55189865
Gata2	7.222662967	7.453874816	6.933854569	7.307929525	6.475593813	6.553017865	6.629513138	6.736315835
Nhsl2	12.27696062	12.11524096	12.41069796	13.11467777	11.62285172	11.54322312	11.52588177	11.74359833
9830166K06Rik	8.221732371	7.794822194	8.503104299	8.733270041	7.116112598	7.316330978	7.733089587	7.457803902
Kit	9.728970413	9.917726664	9.949303283	10.00312243	8.852071288	9.405226129	9.28848503	9.387312485
NA	8.534753707	8.379932505	8.288915365	8.266398627	8.819480163	8.786372883	8.850270219	8.909628576
NA	6.71649429	6.613953593	6.661143337	6.210555673	7.281193506	7.343705432	7.062622377	7.189512329
Fam20c	11.50687627	11.38807084	11.64041607	11.33912004	11.89718928	11.88019575	11.89690314	11.90926057
Gars	11.94779914	11.96390354	11.82978832	11.65813191	12.29093251	12.33061288	12.2205529	12.37091895
H2-DMb2	9.215914883	9.581541001	9.567194862	9.640546553	8.723406643	8.872933028	9.122299941	8.672357018
Ccdc50	11.16868355	10.99463431	10.95326545	11.12920432	11.7447352	11.49703444	11.40142282	11.55687946
H2-Aa	9.68254812	10.3542447	9.891191915	10.99065454	8.274597202	7.567525456	8.928413466	7.8663699
Dhrs9	8.668621807	8.656900168	9.383223702	10.13510616	7.596026527	7.559870795	7.88833783	7.743320627
Rinl	11.61913608	11.60504574	11.69416013	11.58347954	11.05932418	11.273468	11.31335267	11.24263742
Atf3	8.433743208	8.491732019	8.406874021	8.657624285	8.909484836	8.940305334	9.286209163	9.050169793
Ext1	8.177217145	8.171305827	8.08251387	8.27660725	8.620373371	8.573620799	8.608415893	8.647721409
Septin8	8.167129887	8.045887507	7.899965549	7.781252912	8.609994177	8.469974309	8.63381892	8.412732451
Fut7	9.235135197	9.45953614	9.421508131	9.287872447	8.67448343	8.943163657	8.96593741	8.821290521
Sh2d3c	11.80727997	11.80515869	11.833958	12.25039263	11.23992866	11.32180509	11.44530052	11.40204748
Rflnb	11.69934657	11.75469712	12.0313307	12.4427745	11.10953659	11.16860872	11.39827454	11.268074
Igkv5-39	5.723433949	5.888242905	5.688470549	6.288519592	5.1329314	5.1329314	5.1329314	5.1329314
A530064D06Rik	10.19341205	10.17045361	10.87851412	11.06958584	9.52071134	9.32441112	9.89665528	9.74996801
Vat1	11.50736878	11.56671334	11.36069611	11.17032859	11.84838342	11.94760094	12.01874926	11.84963175
Cpa3	6.913709495	7.311542009	7.098512293	7.328432972	6.493350562	6.254432745	6.562009243	6.690846979
Gypc	8.511160375	8.542565169	8.552960459	8.435171306	8.825461506	9.04509204	8.97162382	8.935967901
Tnfsf13b	8.475016561	8.507568193	9.009908013	9.277842627	8.035141666	7.698379906	8.199420838	7.962095602
Fndc5	6.086509873	6.238804268	6.170979874	6.792773588	5.656053206	5.546825026	5.720228359	5.612769975
Il1b	8.470943006	8.409777663	8.955573279	8.762437022	9.363684901	9.210624474	9.712625973	9.270554873
Adra2a	7.272476402	7.462282637	7.756134305	7.032544829	6.439154629	6.299776198	6.852090632	6.706203587
Rgs1	6.533793626	6.372784461	6.608733552	6.678079382	7.32599611	6.981207248	7.766912972	7.082411968
Cln3	11.29786302	11.28259558	11.41236351	11.42544489	10.68795114	10.82589361	11.07980642	10.86548931
Tnfrsf13b	11.66444323	11.44009537	11.59494825	11.58652076	11.11318739	11.13914347	11.27838917	11.18977244
Ell2	9.68079965	9.620010282	9.805338677	9.541439085	9.996330932	10.2626073	10.07565974	10.18494573
Ston2	8.34293319	8.318278236	8.640045937	8.740618002	7.903741038	7.855348872	7.851137845	8.083783361
H2-Ab1	9.836511258	10.57329333	10.15012005	11.04030573	8.420821564	7.996245042	9.299810486	8.326330604
Prickle3	9.823896268	9.719516007	9.70128739	9.7924887	9.241883577	9.330959434	9.479804738	9.170763147
Dnah8	8.891529638	8.610069396	8.692806761	8.979596864	8.066138166	8.383760276	7.87604897	8.248477935
Tmbim1	9.420674157	9.505287795	9.49091473	9.101330163	9.847769426	9.915114343	9.898143679	9.89968839
Fes	13.23546515	13.12434706	13.29307785	13.35697372	12.72982399	12.76037319	12.98942053	12.74645817
Prdx1	11.87334001	12.01830252	11.95681478	11.93956693	12.53019411	12.18204107	12.48225302	12.39105169
Slc22a15	10.20925218	10.19853502	10.35332027	10.61009089	9.711322138	9.709682672	9.918821199	9.862174259
Clec4b2	9.123503851	9.181618222	9.450110482	9.650285598	8.664493506	8.56619791	8.942962662	8.559856641
Arhgap26	10.08926906	9.842307273	9.91975554	10.67250435	9.454956625	9.27091933	9.46580553	9.254398109
Nlrp12	8.599544782	8.530995296	9.027570037	9.663810333	8.040355891	7.836681773	8.238022647	7.979330086
Fhip2a	11.6118263	11.44519608	11.59789367	11.86805597	11.08990801	11.13666064	11.08373165	11.24671428
Hhex	10.11924794	10.13171691	10.29640139	10.5542064	9.717740631	9.776687661	9.801230826	9.731773159
Gm7694	10.53245105	10.43854653	10.60741984	10.76491731	9.931575991	10.09484632	10.26167611	9.940574738
Slc7a11	9.277460929	9.395468989	9.364847821	9.628771905	9.819707354	10.04801159	9.88469233	10.26986537
Serpine1	5.375403888	5.549920506	5.564305005	5.385619776	6.187274651	5.91845869	6.136821603	6.283020013
Tmem50b	11.78795216	11.75961876	11.84060451	11.96198687	11.39492324	11.38644774	11.5657144	11.29025099
Carns1	7.56883821	7.768343752	7.925738551	8.126451313	7.156907695	7.051158758	7.383332539	7.259492683
Ipcef1	10.76859662	10.76991939	11.21801983	11.75231462	10.18521137	10.23267746	10.24189477	10.4084396
Itprip	10.69870781	10.83976939	11.0243315	11.25560101	10.30929002	10.30967903	10.4438108	10.44946207
NA	9.041203009	8.906531907	9.1346326	9.154412507	8.091452259	8.620945512	8.567554951	8.470214407
Entpd5	10.11924794	10.27505739	10.13666883	10.38278014	9.766535648	9.854389221	9.566680599	9.804793772
Rpl3-ps1	11.4284293	11.51234624	11.39440501	11.23958933	11.73252545	11.7795653	11.86761079	11.78703143
Gapdh	16.04964154	16.09223462	16.23539472	15.76108432	16.47066857	16.57647351	16.6503018	16.54472316
Plbd1	11.94743625	12.00799927	12.56188557	13.07769618	11.31581568	11.2339453	11.60219813	11.58888572
Hnrnpa1	12.99418294	13.06876178	12.93210108	12.75038808	13.38037531	13.39030482	13.26960618	13.43530842
Lgals3bp	11.24568311	11.1675589	10.97457773	10.5003754	11.63728985	11.68631413	11.88158007	11.65391617
Btg2	11.07542983	11.10897927	11.27679477	11.64797824	10.66491514	10.48589749	10.78980971	10.64753461
Cklf	9.60721692	9.509198155	9.728463335	9.744210264	9.322115646	9.029049013	9.177408774	9.185451804
Asb2	7.212466031	7.807872216	7.963519996	7.619536655	6.938261898	6.96915553	7.085196777	6.927972105
Gm17455	6.026878477	5.924230804	6.743456478	6.531018986	5.601333244	5.61031437	5.613549707	5.612769975
Phf20l1	11.78592387	11.5894663	11.77532381	12.18133764	11.27782925	11.31193637	11.13065197	11.26979208
Rnf187	10.62343998	10.76747744	10.70811392	10.37341434	10.9915178	11.19211369	11.16933715	11.12163664
NA	6.194468776	5.888242905	6.224651938	6.125297447	5.36790253	5.1329314	5.613549707	5.473006687
Aplnr	6.168700313	6.238804268	6.434532692	6.606980935	5.792505681	5.882721538	5.549636435	5.473006687
Mapk4	8.01768421	8.146088983	8.110739386	8.187372949	7.506828804	7.544429616	7.825767926	7.466148278
Tcp11l2	11.02058505	11.01604781	11.58261051	12.16854214	10.37262665	10.14639373	10.75001398	10.46054146
Ccl4	7.592084607	7.827217724	7.833346074	7.297556043	8.091452259	8.836477398	8.275591626	8.533169707
Nfam1	13.59889668	13.5998571	13.84074494	14.11144125	13.13048135	13.07056101	13.36982904	13.1570508
Septin1	10.05461074	10.41064258	10.50544941	10.43997607	9.52071134	9.718023167	9.966416654	9.780863191
Dok3	12.06884689	12.08647823	12.27988308	12.3251189	11.35796457	11.42612485	11.91793906	11.46138508
Mapk7	11.40271521	11.0836873	11.37736336	11.67299123	10.69202625	10.85865727	10.87760013	10.83718218
Prr33	8.012038847	7.582444101	7.81271526	8.074552936	7.073962441	7.25013526	7.444097444	7.239881727
Dennd1c	11.06743514	10.76584717	11.17066339	11.33007545	10.2889796	10.35952799	10.70908833	10.40218424
Tmem131l	11.34050182	11.29338395	11.36300652	11.64603608	10.9708735	10.91914531	11.01687375	10.95150995
Trpm2	10.45385219	10.2542704	10.84253392	11.32644167	9.680436725	9.787821879	10.01660441	9.926105473
Rps6kl1	8.078317546	8.02938673	8.254035676	8.271512204	7.308258889	7.513004443	7.67001212	7.776786635
Gramd2	7.252780013	7.311542009	7.431361733	7.561047246	6.938261898	6.786551501	6.943190037	6.690846979
Cd81	10.74706599	10.75520525	10.92226225	10.61208278	11.22313428	11.09442483	11.46900115	11.25425515
Kif3b	10.93602688	10.91450617	11.00004042	11.08328832	10.67318461	10.64639061	10.64853076	10.63869499
Pglyrp1	13.88412357	14.27979321	14.49361314	14.17216027	12.87250792	13.51236742	13.68205034	13.43963877
Ifi209	7.252780013	6.866596784	7.296075916	7.744451499	8.21616768	7.996245042	8.582549981	7.962095602
NA	8.924525676	8.83955709	8.519918713	8.208885383	7.693153416	8.07227765	8.011181846	7.507105266
Pfkl	12.00576332	12.06576576	12.14912229	11.82192178	12.53314893	12.33738432	12.49606122	12.44298164
Inpp4a	10.91835527	10.71690553	10.80393272	11.34332152	10.42254245	10.24195306	10.21945986	10.38959144
Pcdh7	5.475438096	5.613876603	5.688470549	5.695118555	6.085419927	6.38457212	6.284811999	6.135241058
Ly6a2	14.45955901	14.56231875	14.7931711	14.67230906	14.04325267	14.08067047	14.32762091	14.10263527
Aldh1l2	5.962397908	5.958505048	5.986396476	5.489832899	6.610071403	6.40469219	6.738703908	6.370069856
Pias3	9.351954473	9.292527308	9.357895725	9.518218366	8.883934231	8.830309811	9.101722433	8.76029678
Kcnj10	7.282213869	6.993475557	7.122029457	7.603082247	6.671621551	6.443783123	6.596275582	6.736315835
Gss	7.930494611	7.967151254	8.030222112	7.977229027	8.388710453	8.305424306	8.48611795	8.42524834
Pfkfb4	11.14355488	11.22918427	11.343249	11.72359525	10.63389881	10.50045913	10.90077826	10.79961116
Olfm4	11.29215762	11.64903195	12.16310942	12.20428534	10.56179362	10.84958857	11.07718365	11.206614
Rgl1	9.666734796	9.804651633	9.924461499	9.363312538	10.16892205	10.26829241	10.29028153	10.41363174
P2rx1	9.51009297	9.678455248	9.728463335	9.692370348	9.292283183	9.229448398	9.29075729	9.26134475
Tex15	7.181381848	6.981362157	7.770499967	8.27660725	6.625778023	6.517833445	6.66179317	6.835988674
Egln3	10.94405454	10.79890463	11.12782615	10.52172589	11.62541015	11.21582985	11.66292148	11.61750122
Fgd3	11.08470129	11.16446926	11.30590827	11.62991265	10.73057203	10.62617345	10.79141092	10.78926488
Nradd	7.191826932	7.203870735	7.316275851	7.328432972	6.730009022	6.667992738	6.878825866	6.751083544
Slc2a3	11.92549372	12.0268327	12.4625153	12.95659133	11.29400209	11.1410028	11.67771111	11.57783348
Pdk1	10.3166331	10.14934005	10.36374665	10.06845062	10.95942566	10.49465212	11.08634255	10.79802425
Ppfibp1	8.945132918	8.90950278	8.689102387	8.703492787	9.427787625	9.371751935	9.091321644	9.445361862
Mif	11.80927847	11.83422069	11.90345508	11.09828319	12.32359443	12.39174283	12.53312691	12.48326966
Mlst8	9.351954473	9.365570516	9.61264843	9.524588614	8.942856094	9.084429492	9.083471134	9.003919962
9830107B12Rik	9.906976036	9.98097563	10.53239669	10.63283309	9.419929647	9.248028232	9.693887523	9.592028297
Serf1	6.776274696	6.81187145	6.608733552	6.427836214	7.24420851	7.220699747	7.161180788	7.209896721
Nos1ap	9.5585235	9.43712855	9.618472539	9.656097504	8.945602145	9.042430671	9.304315738	9.014937651
Armc7	8.897585932	8.823886718	9.082102596	9.312644246	8.498045614	8.441816674	8.556203712	8.490190318
Nxpe5	8.333971756	8.249079783	8.503104299	9.19230375	7.783811652	7.464439234	7.98290512	7.659488638
Tmem71	10.74790007	10.54695344	11.05894911	11.60912777	10.08583121	9.85741165	10.33599844	10.1873735
Abcc1	11.15113956	11.25206801	11.02651962	10.83821287	11.59179128	11.64804206	11.41550565	11.63537949
Sars	11.32438014	11.42777956	11.36761628	11.27772284	11.6104216	11.70528539	11.78966585	11.67178459
Gm4204	9.566123063	9.744595934	9.555097041	9.300311844	10.09817455	10.12399007	9.889190101	10.18494573
Ltf	17.2560358	17.52667122	18.0194944	17.90471969	16.54344444	16.94923564	16.76140315	17.18759841
Clic4	11.41484221	11.51525934	11.10523073	11.01945003	11.84984271	11.76235764	11.92232886	11.8092519
Cebpd	11.35644527	11.27860048	11.38534119	11.72773319	10.69852255	10.7475041	11.11603293	10.75532168
C130026I21Rik	9.030230105	8.90950278	9.630050416	9.654162812	8.644300488	8.513120067	8.521594216	8.651267038
D930048N14Rik	9.431120438	9.248720023	9.303446371	9.498936301	8.786126378	8.697607132	9.10431086	8.747116289
Lct	7.688445122	7.807872216	8.018330153	8.471070403	7.234795187	7.149283361	7.460960079	7.325894008
Spire1	7.695581856	7.590085504	7.365454559	7.388090413	8.076318998	8.134302791	7.882207077	8.062434935
Car13	7.560999467	7.339426545	7.296075916	7.445170128	8.116315395	7.921711455	7.882207077	7.789947446
Gcm2	6.819191171	6.906065138	6.999789005	6.838688812	6.457532903	6.38457212	6.261735646	6.390687826
Smim5	7.037173484	7.41101937	7.233526503	7.651857596	6.54491493	6.698793739	6.796757566	6.808359197
Rnd3	9.206207162	9.113792149	9.142753368	9.022339842	8.773801492	8.779984103	8.498042409	8.498102403
Angptl4	8.151861424	8.277169019	8.012345829	7.42641516	8.723406643	8.830309811	8.626607165	8.836916872
Batf3	6.620554375	6.754498058	7.025209515	6.237273154	7.394643312	7.739340919	7.139930242	7.715945367
Ly6g	11.29843232	11.39810098	12.22569548	12.25931282	10.45264366	10.4077096	11.20160341	10.91097742
Klrb1f	8.094406199	8.205863715	8.154746781	8.050852468	7.394643312	7.698379906	7.793382791	7.538991955
Basp1	10.14608529	10.18517308	10.72168404	9.905725599	10.82932951	10.99238279	11.03320464	11.16043554
Tent5c	9.393152513	9.475615649	9.897588571	9.931498186	9.012591973	8.845679042	9.083471134	9.20480525
Nr1h3	7.252780013	7.193623354	6.849726405	6.625181766	7.624494248	7.63453133	7.67001212	7.709014914
Vcl	11.66444323	11.67574887	11.68587909	11.78841871	11.34094123	11.38644774	11.05935406	11.322614
Marcks	9.590547613	9.579683185	9.944677997	10.63086969	8.779977265	8.620945512	9.43943917	8.773356384
Tob1	10.90794591	10.78850484	11.09969931	11.55270937	10.36140916	10.38904735	10.46904861	10.4854095
Ptpre	12.03577355	11.93010587	12.15546661	12.30525972	11.66946332	11.68419073	11.64797863	11.72284525
Pir	7.402623111	7.366731305	7.346003409	7.255216663	7.686441475	7.830402731	7.832154385	7.841364441
4930438A08Rik	10.47818691	10.56768946	10.8704153	11.29641801	9.821198033	9.998233471	10.27776508	10.08040381
Vill	10.38580408	10.47293318	10.68520922	10.8450029	10.06082243	10.11518251	10.15496548	9.812682959
Icam1	9.948236947	9.985188495	9.918183461	9.658029595	10.26400385	10.39113291	10.31387871	10.27672108
2900026A02Rik	6.569324558	6.754498058	6.413281614	6.678079382	7.156907695	7.200696776	7.281798638	6.977572951
Zbed3	8.832675077	8.900571544	8.886228275	8.510397132	9.168676016	9.328779983	9.313283994	9.302332144
Tnrc18	11.96904998	11.81543652	11.87540956	12.13570187	11.4873677	11.59793876	11.52540088	11.57273943
Snx24	7.751370086	7.94380998	7.79878729	7.619536655	8.300766706	8.413086747	8.082119662	8.59344657
NA	9.057506087	8.906531907	9.394590247	9.226612949	8.188357343	8.309892471	8.803160278	8.505970516
Adgre5	12.44549975	12.18975704	12.64752497	12.97527294	11.97313713	11.6939326	12.03065747	11.81827992
Myo1e	10.33784617	10.3821875	10.10524567	9.796001226	10.82710801	11.02564065	10.53840379	10.94435507
Tnfaip3	9.993987649	10.07224498	10.05464196	9.671481994	10.43524219	10.4443242	10.44482885	10.36299749
Anxa1	13.97023362	14.0674308	14.54950846	14.78419507	13.50159822	13.38024129	13.69054583	13.76987387
Arid3b	9.96986379	9.817313364	10.00959406	10.03318507	9.451106683	9.578393965	9.662687731	9.549201315
P4ha1	10.56783916	10.36720876	10.41142957	10.13233174	11.1228779	10.88700414	10.92796337	10.71636521
Szt2	10.77351988	10.55263837	10.62774493	10.87433891	10.27056113	10.26602106	10.30381293	10.3543827
Iglv1	5.995311126	6.022700756	6.369404227	6.063402844	5.601333244	5.1329314	5.1329314	5.612769975
Colgalt1	11.64622248	11.55402091	11.54850789	11.51755525	11.97681485	11.78908106	11.9455181	11.89002927
Gas7	13.15509414	13.08991909	13.16885924	13.27216849	12.76156797	12.90613388	12.6335869	12.83672077
Hoxa9	7.071941554	6.866596784	6.805346535	6.625181766	7.443885206	7.33464393	7.746719463	7.297848846
Rnf157	8.771285889	8.772551304	8.388651189	8.350898925	9.096469084	9.081840384	9.179864023	9.14092594
Rai14	7.936480949	7.713798995	7.579031543	7.388090413	8.47913123	8.449919088	8.044371897	8.219937539
Eif2s2	11.53275015	11.61729887	11.41570598	11.27332554	11.8600166	12.00214352	11.78886474	11.98720471
Ptbp2	8.741256794	8.587922978	8.722099473	8.880137907	8.351690038	8.29193407	8.066067051	8.326330604
Slfn1	11.69329913	11.54312003	12.42126682	12.3722818	11.02291116	10.95693291	11.43099362	11.26405716
Prag1	8.078317546	7.889807232	7.925738551	7.287099502	8.412861978	8.635195165	8.403944051	8.824429524
