GeneSymbol	MC38_KO1	MC38_KO2	MC38_KO3	MC38_WT1	MC38_WT2	MC38_WT3
Irf1	14.19971805	14.14790308	14.20675112	13.85686227	13.90867724	13.84982921
Tubb4b	10.94279135	10.9504928	10.94917061	11.34576004	11.33805858	11.33938078
Fas	10.48178139	10.60456675	10.45441322	10.04585971	9.923074348	10.07322788
Cfh	10.57781775	10.55145626	10.59896317	10.12517379	10.15153528	10.10402837
Ctsc	16.78095686	16.74765579	16.79835685	17.06103121	17.09433228	17.04363121
Gbp11	9.59874224	9.636965113	9.711336531	9.146724192	9.108501318	9.0341299
Pim1	12.00282252	12.01976672	11.86710129	11.5033547	11.4864105	11.63907593
Tgm1	9.268804147	9.176756008	9.264078144	9.742686298	9.834734437	9.747412301
C1qc	14.19684075	14.15491819	14.12374576	14.42984893	14.47177149	14.50294393
Malt1	11.17043142	11.13933636	11.22137196	10.76967975	10.80077481	10.71873921
Slc41a2	8.987496031	8.945085753	9.002573073	9.521003661	9.563413939	9.505926619
Leng8	11.58515483	11.58930436	11.53751552	11.17458446	11.17043493	11.22222377
Iqsec1	9.334340916	9.341446568	9.372138291	9.877450011	9.870344359	9.839652636
Lmo2	10.83552389	10.83272729	10.86782558	11.25211913	11.25491574	11.21981744
Myc	9.504501019	9.417554146	9.472085033	9.935488873	10.02243575	9.967904859
Cd5	7.201414719	7.217390666	7.169752174	7.875554529	7.859578582	7.907217073
Lgals1	13.64678431	13.75245018	13.73685681	14.11144342	14.00577755	14.02137091
Ak4	9.549091232	9.462303203	9.673294574	10.12186052	10.20864855	9.997657178
Grap	8.590313326	8.591679062	8.751032676	8.038959719	8.037593984	7.878240369
Abca9	9.863124605	9.868080298	9.887678612	9.381821983	9.37686629	9.357267977
Kcnk13	9.328118798	9.215334477	9.320126653	9.777733145	9.890517466	9.785725289
Ceacam19	8.48126074	8.374565041	8.513783245	7.760781657	7.867477356	7.728259153
Mid1	8.902458974	8.931506718	8.897571166	8.320001756	8.290954012	8.324889564
Ckap4	10.85898654	10.83801915	10.86433616	11.2399451	11.26091249	11.23459548
Serpinb10	7.901421573	8.01706702	8.115467833	8.793731253	8.678085806	8.579684992
Siglec1	12.81899663	12.85306416	12.81574789	13.15460548	13.12053795	13.15785422
Aplnr	8.990913331	9.025083109	9.040696883	8.451696802	8.417527024	8.401913251
Dusp6	13.17878646	13.14978311	13.17692924	13.46343438	13.49243774	13.4652916
Nlrp1c-ps	9.325509484	9.314733524	9.108181322	8.544858313	8.555634273	8.762186475
Kcna3	11.97381005	11.94326125	11.93573628	11.57508654	11.60563534	11.61316031
Cdk2ap2	12.44347133	12.43059385	12.40003461	12.07170275	12.08458023	12.11513947
Copa	13.15093287	13.05989554	13.06591631	13.36602677	13.4570641	13.45104332
Cd84	11.88513504	11.89006575	11.86401437	12.21292369	12.20799298	12.23404436
Casp4	11.0152505	11.0688793	10.97409855	10.60429673	10.55066793	10.64544867
Eid1	10.55206888	10.46063702	10.47938725	10.86923353	10.96066539	10.94191516
Oas2	12.80602787	12.73083767	12.68725079	12.32349832	12.39868852	12.4422754
Hvcn1	10.15091439	10.02044964	10.17796344	9.566168284	9.696633039	9.539119239
Ldlrap1	11.41006483	11.29913657	11.42083204	11.73942703	11.85035529	11.72865982
Mif	13.07097574	13.09559075	13.13717958	13.44578363	13.42116862	13.37957979
Tnfrsf26	8.151488782	8.272082784	8.418138577	9.089920106	8.969326104	8.82327031
Fpr1	9.240761134	9.25873979	9.282261318	8.732452931	8.714474274	8.690952746
Gimap4	7.788962348	7.736912052	7.702571539	8.333647432	8.385697728	8.420038241
Prdm1	11.11039431	11.07507401	11.08733345	10.67810141	10.7134217	10.70116227
Cndp2	14.02429585	13.94006936	14.02204208	14.27856043	14.36278692	14.28081421
Cybb	14.98891064	14.97982789	15.03965302	14.72625597	14.73533872	14.67551359
Itgb5	13.01164052	12.83349144	13.02918383	13.30530343	13.48345251	13.28776012
Ccnd1	10.82233878	10.70004264	10.60677239	11.06738736	11.1896835	11.28295375
Lilrb4b	15.10811395	15.07077607	15.03710255	14.74387316	14.78121104	14.81488456
Ptpro	12.4205194	12.35973571	12.42285047	12.0450871	12.10587079	12.04275604
Dnaaf3	8.46905751	8.607249693	8.539855938	7.981628635	7.843436453	7.910830207
Ms4a7	12.19592444	12.29658462	12.18114612	12.60887631	12.50821614	12.62365464
Tatdn2	9.178254134	9.112473911	9.276529207	9.73898428	9.804764503	9.640709207
Il7r	9.851469668	9.717804382	9.688481622	10.15287016	10.28653545	10.31585821
Parp8	10.48238583	10.52549478	10.48822194	10.08045474	10.03734579	10.07461863
Saa3	9.395219933	9.528606879	9.502038705	9.007562875	8.874175929	8.900744102
Eif4ebp1	11.94902874	11.90482653	11.91841671	12.23045303	12.27465524	12.26106507
Insig2	9.565945597	9.74848113	9.714761887	10.30114102	10.11860548	10.15232472
Cxcl16	13.8027089	13.74549314	13.79180526	13.45913909	13.51635486	13.47004273
Nos2	13.77018923	13.83653016	13.88444421	14.21056697	14.14422603	14.09631199
Trf	13.24800751	13.09384619	13.30033469	12.78432961	12.93849093	12.73200244
Gbp9	13.47579798	13.37920754	13.4201763	13.05536997	13.15196041	13.11099165
Dleu2	9.693036981	9.781625256	9.646529639	9.195605786	9.107017511	9.242113128
Best1	9.181088081	9.229704141	9.108859739	8.594759281	8.546143221	8.666987623
Eno1b	13.21638806	13.0959048	13.21278006	13.47297159	13.59345485	13.47657959
Gsto1	10.54004965	10.56329574	10.51734882	10.11522479	10.09197871	10.13792563
Arhgap15	11.6284891	11.76236177	11.62574681	11.31532172	11.18144904	11.318064
Cers6	13.05472623	13.06725417	13.05303796	12.76419214	12.7516642	12.76588041
Slc38a10	12.25777405	12.17216533	12.23861603	12.52077338	12.6063821	12.5399314
Gramd3	9.775723636	9.725113408	9.561669099	9.047024007	9.097634235	9.261078544
Itpr3	8.866072509	8.945587447	8.803306759	9.423699208	9.34418427	9.486464958
Dock4	11.51209589	11.58383191	11.53683852	11.21232631	11.14059029	11.18758368
Paqr7	9.001167797	8.836528208	8.94544001	9.406177602	9.570817191	9.461905389
Acvrl1	12.04216499	11.98081551	12.07692017	12.36369869	12.42504817	12.32894351
Tmem104	12.01433521	11.9119114	11.94096578	12.24241191	12.34483572	12.31578134
Gsap	12.2189136	12.19863854	12.16739987	11.84369444	11.8639695	11.89520817
Dusp23	7.397250068	7.452318709	7.447094914	8.108404499	8.053335858	8.058559653
Gna12	11.23562143	11.05787935	11.1721522	11.48455932	11.6623014	11.54802855
Il2ra	7.86262172	7.717104247	7.807872459	8.354533678	8.500051152	8.409282939
Tnfrsf1b	14.77000792	14.67373571	14.8042635	14.40908464	14.50535684	14.37482906
Tlr2	14.34756616	14.32655113	14.40692424	14.07962477	14.1006398	14.02026669
Clec4a2	11.06558851	11.05846905	10.96893366	11.37798964	11.3851091	11.47464449
Grn	15.83775359	15.7146896	15.77967858	16.02323693	16.14630092	16.08131194
Bbx	11.0809193	11.02808601	10.98704079	10.58968913	10.64252242	10.68356764
Atrnl1	10.22893	10.13106966	10.29334205	9.725494194	9.823354533	9.66108214
Stard9	9.858933212	9.882198143	9.773353483	9.326317438	9.303052507	9.411897167
Cenpb	10.40088069	10.34817674	10.31117148	10.71628086	10.76898481	10.80599007
Dram1	11.4359224	11.49821819	11.57592774	11.18196546	11.11966967	11.04196012
Smpdl3b	11.51504397	11.45598495	11.60417193	11.14488527	11.2039443	11.05575732
C1rb	9.777027284	9.720390427	9.810399904	9.275942493	9.33257935	9.242569874
Tet2	10.93295936	11.01592884	10.95507714	10.60936034	10.52639087	10.58724257
Bhlhe40	12.52436448	12.49743624	12.54831545	12.82322915	12.85015738	12.79927817
Cln8	11.76546935	11.70581393	11.7759679	12.0645431	12.12419852	12.05404455
Pex19	10.19568015	10.12404453	10.18656555	10.55669328	10.62832889	10.56580788
1700071M16Rik	9.354157064	9.455605441	9.333073973	8.872694266	8.771245889	8.893777357
Srgn	14.62995363	14.70034727	14.64802888	14.96724542	14.89685179	14.94917018
Tubb5	11.43964676	11.38121187	11.43273611	11.73609332	11.79452821	11.74300396
Uba7	13.31647996	13.17141127	13.22423535	12.82279356	12.96786225	12.91503817
Wfdc17	12.24980001	12.48820153	12.20244819	11.45456198	11.21616046	11.5019138
B430306N03Rik	11.54855865	11.43879052	11.47124121	11.77899701	11.88876513	11.85631445
Rgs1	12.78258878	12.81755353	12.77978853	13.09429008	13.05932533	13.09709033
Gda	11.94052735	11.85995325	11.79736491	11.4252742	11.5058483	11.56843665
H2-Q5	11.73482596	11.74553246	11.77410357	11.43635776	11.42565126	11.39708014
Lrpap1	12.96427092	12.92653784	12.99431563	13.25229687	13.29002996	13.22225216
Serpina3g	10.94289401	10.90381658	10.90192584	10.51146775	10.55054517	10.55243591
Tgtp1	13.93743553	13.96782788	13.94679908	13.69318692	13.66279457	13.68382337
Ralb	12.66192159	12.63984591	12.71902366	12.98879491	13.01087059	12.93169284
Zc3h7a	12.29255595	12.29965476	12.21054653	11.91422451	11.90712571	11.99623394
Adam15	12.3047742	12.10071449	12.29980938	12.5626365	12.76669621	12.56760132
Mfsd7a	10.23300941	10.26699543	10.12511352	9.730437583	9.69645156	9.838333467
Lacc1	11.330145	11.30836254	11.31850485	10.95823574	10.98001821	10.96987589
Prelid1	13.06535225	13.00065203	13.06981883	13.3191257	13.38382593	13.31465912
Gm11960	7.903889584	8.05948064	7.808694135	8.586202213	8.430611157	8.681397663
Slco3a1	12.38293983	12.33907775	12.34014707	12.01694402	12.06080609	12.05973677
Dhcr7	8.139306382	8.122490406	8.226534626	8.761661941	8.778477917	8.674433697
Slc25a28	10.16191346	10.08648321	10.12407654	9.64845439	9.723884643	9.686291315
Adssl1	13.13374189	13.06969294	13.14597886	13.39172336	13.45577231	13.37948639
Gimap3	7.793788086	7.869882426	7.72954695	8.395911992	8.319817652	8.460153127
Il10ra	14.0453699	13.95726524	14.05403377	13.69689422	13.78499888	13.68823035
Pdk1	11.44482866	11.34526624	11.40237963	11.69490733	11.79446975	11.73735636
Jaml	10.66250006	10.61614279	10.6389808	10.22565274	10.27201001	10.249172
Gnb1	13.22661539	13.16537298	13.24081501	13.48271593	13.54395834	13.4685163
Rab11fip1	10.89062596	10.85252508	10.96858302	10.5246287	10.56272958	10.44667164
Pign	9.83411968	9.705144125	9.92431232	10.28871149	10.41768705	10.19851885
Arg2	9.479917659	9.674466101	9.49057332	9.080940943	8.886392501	9.070285281
B4galt1	12.30923607	12.22843912	12.31639918	12.57305601	12.65385296	12.56589289
Ppox	9.728171522	9.654589316	9.804648461	10.18341529	10.2569975	10.10693835
Fn1	15.52132056	15.55463014	15.73306788	16.04138847	16.00807889	15.82964115
Gpr171	11.71509786	11.78014025	11.72660733	11.43611715	11.37107477	11.42460768
Cdh1	10.09658476	10.0724854	10.1126161	9.663449229	9.687548585	9.647417886
Cyria	11.17135573	11.06492675	11.1802944	10.72509648	10.83152545	10.71615781
Gypc	9.261864682	9.271771183	9.349187212	9.790672075	9.780765575	9.703349545
A530032D15Rik	8.994806108	8.890287349	8.869508919	8.307118737	8.411637496	8.432415926
Fbxl5	12.62148588	12.69941952	12.62710343	12.37333826	12.29540462	12.36772072
Gdf3	8.595628193	8.56421576	8.64741211	8.047064207	8.07847664	7.995280289
Fam43a	9.843540112	9.793295113	9.645600963	9.192370634	9.242615633	9.390309783
Lyz1	9.621973002	9.741834949	9.603432994	9.197332829	9.077470882	9.215872837
Il15ra	10.8394841	10.86022129	10.79846238	10.45433021	10.43359302	10.49535193
Xylt2	10.30471612	10.16923734	10.29756858	10.62504507	10.76052385	10.63219261
Hpgd	7.998585059	7.909743381	7.98880014	7.348723911	7.437565589	7.358508831
Ltb4r1	12.36528578	12.28328531	12.37258961	12.62281582	12.7048163	12.61551199
Acp5	9.539247219	9.428273459	9.510075359	8.955169292	9.066143052	8.984341152
Pik3r5	12.50520751	12.36903931	12.44446545	12.04288039	12.1790486	12.10362246
Lrrc45	10.16638421	10.02962213	10.0535785	9.549021237	9.685783325	9.66182695
Rsrp1	14.04118854	13.94918857	13.8810774	13.55540773	13.6474077	13.71551887
Pilra	12.01083961	12.07045263	12.12411112	12.44605227	12.38643925	12.33278076
Pqlc3	11.07558397	11.03824998	11.12306496	11.42640386	11.46373785	11.37892287
Abcc1	11.06286604	11.05457808	11.09842559	11.41646338	11.42475134	11.38090383
Prokr1	7.367258547	7.263602179	7.234825876	7.819917534	7.923573902	7.952350204
Hal	7.558726456	7.60066057	7.64924218	8.230852217	8.188918104	8.140336493
Ifit1bl1	12.36139424	12.38790007	12.39101009	12.10810818	12.08160234	12.07849232
Mndal	13.35351062	13.26875943	13.24332006	12.92518091	13.0099321	13.03537147
Card19	12.26339346	12.20203522	12.2594436	12.51538913	12.57674737	12.51933899
Capg	14.79150292	14.78180433	14.81828074	15.05287002	15.06256862	15.0260922
Pdia3	14.33296642	14.30656001	14.26234831	14.53239637	14.55880278	14.60301447
Emp1	12.3148286	12.31817785	12.2878314	12.58356791	12.58021866	12.61056512
F830016B08Rik	10.44799369	10.4174949	10.41997966	10.01932308	10.04982186	10.04733711
Dipk2a	9.584054458	9.599139447	9.501752417	9.976199231	9.961114242	10.05850127
Ppargc1b	8.825791635	8.811188265	8.63900061	8.128366908	8.142970278	8.315157933
Atp2a2	12.24733379	12.24818831	12.25074382	12.53103142	12.5301769	12.52762139
F5	9.776030694	9.937258403	9.61605304	9.228213762	9.066986052	9.388191416
Dpp4	9.350947004	9.343989925	9.12825492	8.655242155	8.662199234	8.877934239
Ints6l	10.11214404	10.08121795	10.16300403	9.70698257	9.737908654	9.65612258
Lair1	12.51834015	12.64161124	12.54330421	12.92708161	12.80381053	12.90211755
Dmxl2	10.94037965	10.92212139	10.91861327	10.56364488	10.58190314	10.58541126
C130026I21Rik	10.25433124	10.29239131	10.23063011	9.863743671	9.825683599	9.887444802
Gbp8	11.87898996	11.89203192	11.80458107	11.51819831	11.50515636	11.5926072
Plp2	10.2511732	10.23349581	10.2474222	10.60751767	10.62519506	10.61126867
Clec5a	12.20822134	12.28121008	12.23643061	12.56693715	12.4939484	12.53872788
Stab1	12.95129357	12.92405474	12.99729131	13.23956739	13.26680622	13.19356965
Alpk1	10.76706731	10.734387	10.68751562	10.32182501	10.35450532	10.4013767
Spire1	8.766568754	8.583666004	8.729589315	9.144271339	9.327174088	9.181250778
Slamf9	10.3536507	10.3152093	10.28606893	10.65227348	10.69071488	10.71985525
Acsl1	10.8215899	10.80709068	10.90417139	10.49885158	10.5133508	10.41627009
9930111J21Rik2	13.00848475	13.05744665	13.01236993	12.77184524	12.72288334	12.76796005
Rab3gap2	10.59248513	10.46441203	10.57190553	10.87229672	11.00036982	10.89287632
A730008H23Rik	10.75691346	10.66746022	10.69466524	10.28230732	10.37176056	10.34455555
Ccdc127	9.690068606	9.682414941	9.82750523	10.2118519	10.21950556	10.07441527
Rap1gds1	11.78309415	11.63326854	11.76659261	12.01529771	12.16512332	12.03179926
Cd177	11.61426697	11.49329407	11.49292244	11.1048535	11.2258264	11.22619803
Cd86	12.47199401	12.56116043	12.51777057	12.26698395	12.17781753	12.22120739
Scamp1	10.86029145	10.88119977	10.86845217	11.21059337	11.18968505	11.20243265
Cfap45	7.143142847	6.937939918	6.922984972	7.502359394	7.707562324	7.722517269
Ctsb	16.2336518	16.18915374	16.24013412	16.4508045	16.49530256	16.44432218
Acap1	8.703352982	8.588743777	8.757929875	9.176922172	9.291531378	9.12234528
C5ar2	9.565662803	9.593522422	9.526123696	9.978707995	9.950848376	10.0182471
Itgb2	15.15182943	15.09107126	15.20053573	15.41295241	15.47371057	15.36424611
Larp1	12.11459472	12.08976997	11.97647664	12.33045942	12.35528417	12.46857751
Pot1b	8.658447984	8.775907973	8.629602713	8.168286311	8.050826322	8.197131582
Rel	10.93007729	10.9754614	10.82283108	10.50674997	10.46136587	10.61399619
Hs3st3b1	8.70094477	8.436639599	8.63116281	7.888100207	8.152405378	7.957882166
Nckap1l	13.26932535	13.18919419	13.26734071	13.48910213	13.5692333	13.49108678
Snx12	10.65234316	10.6245613	10.53289319	10.92316162	10.95094349	11.0426116
Ripk3	11.6501566	11.61694371	11.64641989	11.92106191	11.9542748	11.92479862
Ehd1	12.66094757	12.57393094	12.64735487	12.8779326	12.96494923	12.89152529
Cox4i2	7.729355099	7.654069567	7.790632574	8.290012432	8.365297964	8.228734957
Csf2rb	13.95770195	13.93625289	13.90435077	13.65506834	13.67651741	13.70841953
Nlrc3	7.390885059	7.410754098	7.470543771	8.02691269	8.007043651	7.947253978
Gm3222	9.251507006	9.320070276	9.185840478	9.707131822	9.638568551	9.77279835
Vps13b	10.38015666	10.35677791	10.32675939	9.94803015	9.971408894	10.00142742
Lgals3bp	14.14383571	14.06740349	14.12269608	14.33589921	14.41233144	14.35703885
Ptpn1	13.78787634	13.70692628	13.71255188	13.41568788	13.49663794	13.49101234
Gadd45b	11.21629518	11.17138679	11.25083312	10.87445278	10.91936117	10.83991484
Sorl1	12.21247156	12.18950676	12.28106934	11.94364416	11.96660897	11.87504639
Dbi	11.19104906	11.32931161	11.24575237	10.96515581	10.82689326	10.9104525
Dip2c	7.725870296	7.599818129	7.719105209	8.201580187	8.327632354	8.208345274
Actr2	13.41864865	13.40918161	13.36182716	13.63189388	13.64136092	13.68871537
Desi2	9.553204557	9.503286097	9.57984581	9.953358074	10.00327653	9.926716821
Trbc2	7.589145954	7.522589633	7.224367932	7.937981479	8.004537799	8.3027595
Cabp4	7.73754582	7.71817653	7.817376221	7.224763899	7.244133189	7.144933498
Lck	7.912234361	7.897370101	7.620390127	8.306294582	8.321158842	8.598138816
Gpcpd1	10.78664783	10.73256588	10.72117528	10.35074594	10.40482789	10.41621849
F830208F22Rik	8.996965396	9.045904845	9.042300183	8.574266368	8.52532692	8.528931581
Calhm2	9.174552338	9.247010445	9.174576447	8.748566717	8.67610861	8.748542608
Nupr1	11.33751879	11.26616891	11.34515784	10.96545619	11.03680607	10.95781714
Endod1	10.70680864	10.44451685	10.61398445	10.89889581	11.16118759	10.99171999
Ethe1	10.74946655	10.72581666	10.72954283	11.05068318	11.07433307	11.0706069
Ptpn7	10.95976331	10.95524992	11.0582676	11.36113968	11.36565307	11.26263539
Ier2	12.90278462	12.80458255	12.81218901	12.48912325	12.58732532	12.57971886
Fam162a	10.69715018	10.79380313	10.83528456	11.21164395	11.114991	11.07350958
Hk3	14.3231352	14.17031116	14.24165695	14.45696639	14.60979044	14.53844464
Pwwp2a	9.741887697	9.639890721	9.649360235	9.171549355	9.273546331	9.264076817
Frmd4b	11.41386892	11.40719559	11.3677361	11.06396753	11.07064086	11.11010035
Glb1	10.09835438	10.05387721	10.11389018	10.45150738	10.49598455	10.43597158
Tnfsf8	8.290860199	8.505000091	8.480186383	9.101314757	8.887174865	8.911988573
Cxcl3	7.899718842	7.967234986	7.978068808	8.531923766	8.464407622	8.4535738
Srrm2	12.56717576	12.61263257	12.44098696	12.18695095	12.14149414	12.31313975
Grhpr	10.06193761	9.969806871	10.08923332	10.40824886	10.5003796	10.38095315
Reep3	11.53005763	11.49093143	11.51109513	11.78598478	11.82511098	11.80494728
Mtss1	9.514836567	9.601446757	9.525345099	9.994813549	9.908203359	9.984305017
Niban2	13.54582395	13.45166066	13.54228062	13.75109868	13.84526197	13.75464201
Nuak2	12.1107273	11.989224	12.05244996	11.67979207	11.80129538	11.73806941
Itk	7.516810859	7.459779963	7.431782618	7.978770125	8.035801021	8.063798366
Acsl4	10.26744749	10.24856517	10.21363365	10.57790344	10.59678576	10.63171728
Asph	10.70727595	10.64934808	10.74482473	11.03589172	11.0938196	10.99834295
Dag1	10.74377513	10.75628812	10.8189586	11.13647888	11.12396589	11.06129541
Son	12.21155704	12.22762848	12.20681213	11.94385418	11.92778274	11.94859909
P2ry14	10.44404224	10.44263197	10.53619494	10.12472885	10.12613913	10.03257615
Ifitm2	12.13858207	12.10905383	12.11956877	11.82699276	11.856521	11.84600606
Lpar6	10.7681141	10.71339121	10.69020311	10.32562458	10.38034747	10.40353558
Cxcl11	10.0266913	10.08757563	9.981484311	9.629742083	9.568857755	9.674949073
Cd2	7.758617248	7.877647699	7.738788979	8.366642543	8.247612092	8.386470812
Tubb2b	9.517745489	9.47321728	9.559268477	9.925170279	9.969698487	9.883647291
Samhd1	15.28582761	15.19358442	15.24566115	14.94613519	15.03837838	14.98630165
Gm15931	10.72986582	10.68942479	10.73099055	10.35852879	10.39896982	10.35740406
Epb41	11.16461532	11.16298783	11.2569892	11.54579194	11.54741943	11.45341807
N4bp1	12.22227567	12.18345122	12.21053811	11.91243561	11.95126005	11.92417316
Ctla4	7.538223747	7.796731473	7.517375635	8.303958702	8.045450976	8.324806814
Mgst1	11.97857339	12.17063574	11.95694194	11.72597965	11.5339173	11.7476111
