"geo_accession"	"age"	"exclusion markers"	"genetic background"	"phenotype markers"	"separation method"	"Sex"	"title"	"status"	"submission_date"	"last_update_date"	"type"	"channel_count"	"source_name_ch1"	"organism_ch1"	"characteristics_ch1"	"characteristics_ch1.1"	"characteristics_ch1.2"	"characteristics_ch1.3"	"characteristics_ch1.4"	"characteristics_ch1.5"	"molecule_ch1"	"extract_protocol_ch1"	"label_ch1"	"label_protocol_ch1"	"taxid_ch1"	"hyb_protocol"	"scan_protocol"	"data_processing"	"platform_id"	"contact_name"	"contact_laboratory"	"contact_department"	"contact_institute"	"contact_address"	"contact_city"	"contact_state"	"contact_zip/postal_code"	"contact_country"	"supplementary_file"	"data_row_count"	"age:ch1"	"exclusion markers:ch1"	"genetic background:ch1"	"phenotype markers:ch1"	"separation method:ch1"	"Sex:ch1"
"GSM1472064"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" NZW/LacJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.NZW#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: NZW/LacJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472064/suppl/GSM1472064_EA07068_203130_MOGENE-1_0-ST-V1_T4.NZW_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"NZW/LacJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472065"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" P/J"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.P#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: P/J"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472065/suppl/GSM1472065_EA07068_203047_MOGENE-1_0-ST-V1_T4.PJ_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"P/J"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472066"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" P/J"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.P#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: P/J"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472066/suppl/GSM1472066_EA07068_203048_MOGENE-1_0-ST-V1_T4.PJ_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"P/J"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472067"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" PL/J"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.PL#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: PL/J"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472067/suppl/GSM1472067_EA07068_203204_MOGENE-1_0-ST-V1_T4.PLJ_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"PL/J"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472068"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" PL/J"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.PL#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: PL/J"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472068/suppl/GSM1472068_EA07068_203205_MOGENE-1_0-ST-V1_T4.PLJ_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"PL/J"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472069"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" PWD/PHJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.PWD#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: PWD/PHJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472069/suppl/GSM1472069_EA07068_203049_MOGENE-1_0-ST-V1_T4.PWD_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"PWD/PHJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472070"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" PWD/PHJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.PWD#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: PWD/PHJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472070/suppl/GSM1472070_EA07068_203050_MOGENE-1_0-ST-V1_T4.PWD_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"PWD/PHJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472071"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" RIIIS/J"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.RIII#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: RIIIS/J"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472071/suppl/GSM1472071_EA07068_203051_MOGENE-1_0-ST-V1_T4.RIIISJ_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"RIIIS/J"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472072"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" RIIIS/J"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.RIII#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: RIIIS/J"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472072/suppl/GSM1472072_EA07068_203052_MOGENE-1_0-ST-V1_T4.RIIISJ_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"RIIIS/J"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472073"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" SEA/GnJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.SEA#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: SEA/GnJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472073/suppl/GSM1472073_EA07068_203053_MOGENE-1_0-ST-V1_T4.SEA_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"SEA/GnJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472074"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" SEA/GnJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.SEA#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: SEA/GnJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472074/suppl/GSM1472074_EA07068_203054_MOGENE-1_0-ST-V1_T4.SEA_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"SEA/GnJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472075"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" SJL/J"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.SJL#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: SJL/J"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472075/suppl/GSM1472075_EA07068_203131_MOGENE-1_0-ST-V1_T4.SJL_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"SJL/J"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472076"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" SJL/J"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.SJL#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: SJL/J"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472076/suppl/GSM1472076_EA07068_203132_MOGENE-1_0-ST-V1_T4.SJL_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"SJL/J"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472077"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" SM/J"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.SM#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: SM/J"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472077/suppl/GSM1472077_EA07068_203207_MOGENE-1_0-ST-V1_T4.SMJ_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"SM/J"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472078"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" SM/J"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.SM#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: SM/J"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472078/suppl/GSM1472078_EA07068_203208_MOGENE-1_0-ST-V1_T4.SMJ_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"SM/J"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472079"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" SWR/J"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.SWR#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: SWR/J"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472079/suppl/GSM1472079_EA07068_203209_MOGENE-1_0-ST-V1_T4.SWR_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"SWR/J"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472080"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" WSB/EiJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.WSB#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: WSB/EiJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472080/suppl/GSM1472080_EA07068_203055_MOGENE-1_0-ST-V1_T4.WSB_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"WSB/EiJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472081"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" WSB/EiJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.WSB#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: WSB/EiJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472081/suppl/GSM1472081_EA07068_203056_MOGENE-1_0-ST-V1_T4.WSB_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"WSB/EiJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
